Year,Yr,YrsInOrg,Entry Point,EP,Block,BL,System,Sys,Plot,PL,SpringCoverCrop,CashCrop,CC,FallCoverCrop,TillageTreatment,CurrentTillage,TillageforCurrentCropEstablishment,NumSoilDistrubEvents,NUmAboveGroundDistrub,NumDaysSinceLastSoilDisturb,SDR,Total_NumofDisturb,SamplingEvent,SE,SETiming,CurrentCrop,SampleDate,Plot,MatricPotential,Gravimetric,WaxwormRotten,WaxwormTotal ,WaxwormTotal_Infected,Percent_Waxworm_Infect,MealwormTotal ,MealwormTotal_Infect,Perc_Meal_Infect,barpH,barEC,ActiveCmg/kg,SoilStandardAbsorbance,SoultionStandardAbsorbance,y-intercept,slope,ActiveC/mg/kgLEWIS,AggregateStability,SampleDateCheck,Plot Number Check,aalpH,P,K,Mg,Ca,CEC,%CECK,%CECMg,%CECCa,zinc,copper,sulfur,OrganicMatterPerc,salts,SandPerc,SiltPerc,ClayPerc,SoilTexturalClass,g,Cornell_soil_texture_class,Cornell_soil_texture_sand,Cornell_soil_texture_silt,Cornell_soil_texture_clay,Cornell_pred_water_capacity,Cornell_pred_water_capacity_rating,Cornell_aggregate_stability,Cornell_aggregate_stability_rating,Cornell_organic_matter,Cornell_organic_matter_rating,Cornell_soc,Cornell_total_c,Cornell_total_n,Cornell_ace_soil_protein_index,Cornell_ace_soil_protein_index_rating,Cornell_respiration,Cornell_respiration_rating,Cornell_active_carbon,Cornell_active_carbon_rating,Cornell_ph,Cornell_ph_rating,Cornell_p,Cornell_p_rating,Cornell_k,Cornell_k_rating,Cornell_mg,Cornell_fe,Cornell_mn,Cornell_zn,Cornell_minor_elements_rating,Cornell_overall score,Cornell_Mod. Morgan Al. ppm,Cornell_Mod. Morgan Ca. ppm,Cornell_Mod. Morgan Cu. ppm,Cornell_Mod. Morgan S. ppm,Cornell_Mod. Morgan B. ppm,Sample number
2021,Yr1,8,3,EP3,3,BL3,3,Sys3,314,PL314,Red Clover/ Cereal Rye,Corn,C,Cereal Rye,reduced,no-till,none,0,0,200,0,0,1,SE1,Prior to Cover Crop Termination,Red Clover/ Cereal Rye,4/16/2021,314,3,0.21,7,14,6,42.86,14,0,0,6.91,50.2,271.22,0.329,0.901,-0.001186173,0.022185984,,.,4/16/2021,314,6.58,15,70,142,1147.5,9.1,2,13,63,1.2,1.5,7.9,1.51,0.09,20.4,45.59,34.01,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,156
2021,Yr1,8,3,EP3,4,BL4,3,Sys3,414,PL414,Red Clover/ Cereal Rye,Corn,C,Cereal Rye,reduced,no-till,none,0,0,200,0,0,1,SE1,Prior to Cover Crop Termination,Red Clover/ Cereal Rye,4/16/2021,414,9,0.24,12,15,1,6.67,15,2,13.33,6.76,53.51,362.99,0.337,0.883,-0.002592638,0.022430777,,.,4/16/2021,414,6.65,8,94,214,1553.5,11.8,2,15.1,65.9,1.1,1.3,6.3,2.29,0.12,25.11,42.36,32.53,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,168
2021,Yr1,8,3,EP3,1,BL1,4,Sys4,133,PL133,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,6,0,9,102,6,1,SE1,Prior to Cover Crop Termination,Alfalfa/Orchardgrass,4/16/2021,133,5.8,0.26,12,15,3,20,15,4,26.67,6.35,85.85,377.02,0.33,0.88,-0.001186173,0.022185984,,.,4/16/2021,133,6.35,28,135,134,1235.6,9.6,3.6,11.6,64.1,1.8,3.9,8.6,2.36,0.11,31.22,37.16,31.62,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,139
2021,Yr1,8,3,EP3,2,BL2,4,Sys4,231,PL231,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,6,0,9,102,6,1,SE1,Prior to Cover Crop Termination,Alfalfa/Orchardgrass,4/16/2021,231,7,0.23,11,15,2,13.33,15,4,26.67,6.88,78.5,387.71,0.362,1.052,-0.0010094,0.022071773,,.,4/16/2021,231,6.98,25,99,259,1540.8,10.1,2.5,21.3,76.2,2,4.2,7.9,1.93,0.13,25.39,43.19,31.42,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,149
2021,Yr1,8,3,EP3,3,BL3,4,Sys4,311,PL311,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,6,0,9,102,6,1,SE1,Prior to Cover Crop Termination,Alfalfa/Orchardgrass,4/16/2021,311,7,0.23,7,14,1,7.14,15,1,6.67,7.32,56.6,341.32,0.333,0.946,-0.002592638,0.022430777,,.,4/16/2021,311,7.28,17,95,309,1590.3,10.8,2.3,23.9,73.8,1.3,3.4,6.7,1.63,0.09,17.61,43.13,39.26,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,153
2021,Yr1,8,3,EP3,4,BL4,4,Sys4,411,PL411,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,6,0,9,102,6,1,SE1,Prior to Cover Crop Termination,Alfalfa/Orchardgrass,4/16/2021,411,9,0.26,8,15,6,40,15,7,46.67,7.24,82.28,499.45,0.365,0.885,-0.002592638,0.022430777,,.,4/16/2021,411,7.16,14,135,334,1789.7,12.1,2.9,23,74.1,1.8,2.2,7.5,2.53,0.13,34.33,39.48,26.19,Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,165
2021,Yr1,8,1,EP1,1,BL1,1,Sys1,111,PL111,Annual Ryegrass/Radish/Crimson Clover,Soybean,S,Winter Wheat,standard,standard,moldboard,9,2,3,149,11,2,SE2,Post Plant,Soybean,6/21/2021,111,31,0.21,11,15,0,0,15,3,20,6.73,90.2,348.98,0.37,0.943,-0.001,0.022,,.,6/21/2021,111,6.73,10,110,255,1681.1,12.8,2.2,16.6,65.6,1.2,4,7.7,2.29,0.13,15.06,47.31,37.63,Silty Clay Loam,9/13/2019,silt loam,14.72,59.48,25.8,0.25,91.89,19.62,26.36,2.8,9.16,1.36,1.4,0.14,4.66,28.81,0.22,10.17,458.26,41.07,6.51,100,1,30.83,106.4,100,222.2,0.9,2.9,0.2,56,49.43,19.05,1551.5,0.13,4.58,0.13,177
2021,Yr1,8,1,EP1,2,BL2,1,Sys1,211,PL211,Annual Ryegrass/Radish/Crimson Clover,Soybean,S,Winter Wheat,standard,standard,moldboard,9,2,3,149,11,2,SE2,Post Plant,Soybean,6/21/2021,211,21,0.18,10,15,0,0,15,3,20,6.75,74.6,303.42,0.329,0.901,-0.001,0.022,,.,6/21/2021,211,6.73,14,134,191,1484.6,11.4,3,14,65.4,1.4,3.5,7,2.14,0.11,26.03,41.7,32.27,Clay Loam,9/13/2019,silty clay loam,11.45,55.31,33.24,0.24,90.1,13.25,12.62,2.48,28.12,1.09,1.12,0.11,3.47,20.94,0.21,9.76,390.24,17.78,6.58,100,1.2,36.1,125.1,100,163.5,0.8,3.7,0.3,100,51.54,17.86,1215,0.15,4.41,0.12,185
2021,Yr1,8,1,EP1,3,BL3,1,Sys1,334,PL334,Annual Ryegrass/Radish/Crimson Clover,Soybean,S,Winter Wheat,standard,standard,moldboard,9,2,3,149,11,2,SE2,Post Plant,Soybean,6/21/2021,334,31,0.17,5,15,0,0,14,2,14.29,6.55,83.2,275.63,0.384,0.849,-0.001,0.023,,.,6/21/2021,334,6.43,17,85,143,1198.6,9.4,2.3,12.7,63.7,1.4,1.3,8.8,1.79,0.12,34.48,38.68,26.84,Loam,9/13/2019,loam,30.62,48.86,20.52,0.23,85.45,17.67,22.95,1.97,12.56,.,1,0.1,3.86,21.22,0.37,22.05,309.36,15.14,6.35,100,1.4,41.37,89.6,100,119,1,3.6,0.3,100,52.07,18.74,946.2,0.06,4.86,0.1,200
2021,Yr1,8,1,EP1,4,BL4,1,Sys1,424,PL424,Annual Ryegrass/Radish/Crimson Clover,Soybean,S,Winter Wheat,standard,standard,moldboard,9,2,3,149,11,2,SE2,Post Plant,Soybean,6/21/2021,424,42,0.21,5,15,3,20,15,1,6.67,6.4,88.8,308.88,0.333,0.946,-0.003,0.022,,.,6/21/2021,424,6.43,30,97,106,1108.2,8.7,2.9,10.2,63.9,1.4,1,7.7,1.84,0.13,13.69,48.11,38.2,Silty Clay Loam,9/13/2019,silt loam,10.94,65.92,23.14,0.27,95.45,15.47,19.41,2.2,18.7,1.12,1.16,0.11,4.17,23.97,0.35,20.67,333.26,18.37,6.73,100,2,58,111.8,100,105.4,1,5.4,0.3,100,55.46,29.86,1044.9,0.06,4.63,0.09,208
2021,Yr1,8,1,EP1,1,BL1,2,Sys2,112,PL112,Cereal Rye,Soybean,S,Winter Wheat,shallow,shallow,highspeed disk,9,2,3,150,11,2,SE2,Post Plant,Soybean,6/21/2021,112,39,0.21,8,15,0,0,15,2,13.33,6.9,87.4,384.54,0.262,0.845,-0.001,0.023,,.,6/21/2021,112,6.97,13,137,270,1533.9,10.3,3.4,21.9,74.7,1.2,3.2,6.4,2.21,0.13,12.4,52.32,35.28,Silty Clay Loam,9/13/2019,silty clay loam,11.02,61.77,27.21,0.26,93.07,29.71,39.03,2.68,36.22,1.35,1.39,0.14,4.08,27.22,0.38,23.33,423.33,22.41,6.73,100,1.5,44,134.6,100,244.4,1,3.4,0.2,56,54.13,18.32,1423,0.14,4.18,0.13,178
2021,Yr1,8,1,EP1,2,BL2,2,Sys2,212,PL212,Cereal Rye,Soybean,S,Winter Wheat,shallow,shallow,highspeed disk,9,2,3,150,11,2,SE2,Post Plant,Soybean,6/21/2021,212,40,0.19,7,15,0,0,15,2,13.33,6.52,103.2,327.93,0.37,0.943,-0.001,0.022,,.,6/21/2021,212,6.51,19,123,149,1352.5,10.5,3,11.8,64.3,1.7,3.6,8,2.38,0.15,22.19,45.39,32.42,Clay Loam,9/13/2019,silt loam,20.23,57.28,22.49,0.24,87.8,23.15,33.14,2.7,7.4,1.35,1.38,0.13,5.23,35,0.3,15.58,456.42,40.69,6.5,100,1.3,38.73,142.7,100,149.5,0.7,4.6,0.3,100,55.83,20.34,1227.7,0.14,5.35,0.12,186
2021,Yr1,8,1,EP1,3,BL3,2,Sys2,333,PL333,Cereal Rye,Soybean,S,Winter Wheat,shallow,shallow,highspeed disk,9,2,3,150,11,2,SE2,Post Plant,Soybean,6/21/2021,333,45,0.17,8,15,0,0,15,4,26.67,6.77,87.8,372.15,0.285,0.979,-0.001,0.023,,.,6/21/2021,333,6.92,10,96,300,1524.9,10.4,2.4,24.1,73.5,1.4,3.9,6.5,2.02,0.12,31.22,37.16,31.62,Clay Loam,9/13/2019,clay loam,25.33,46.91,27.76,0.22,80.35,19.7,21.04,2.2,18.59,1.08,1.12,0.11,3.95,25.84,0.41,26.48,393.92,18.26,6.74,100,1.3,38.73,92.5,100,262.8,0.7,2.5,0.2,56,48.53,10.83,1268.7,0.18,4.57,0.14,199
2021,Yr1,8,1,EP1,4,BL4,2,Sys2,423,PL423,Cereal Rye,Soybean,S,Winter Wheat,shallow,shallow,highspeed disk,9,2,3,150,11,2,SE2,Post Plant,Soybean,6/21/2021,423,53,0.21,7,15,0,0,14,2,14.29,6.56,106.5,329.39,0.329,0.901,-0.001,0.022,,.,6/21/2021,423,6.53,15,98,162,1424.1,10.7,2.3,12.6,66.4,1.6,2.2,8,2.26,0.15,11.32,50.94,37.74,Silty Clay Loam,9/13/2019,silt loam,10.13,66.24,23.63,0.26,94.42,15.66,19.7,2.56,31.15,1.33,1.37,0.13,5.04,32.91,0.36,21.36,388.41,27.32,6.56,100,1.7,49.6,116,100,156.4,0.6,5.9,0.3,100,57.64,17.98,1295.4,0.08,5.39,0.13,207
2021,Yr1,8,1,EP1,1,BL1,3,Sys3,114,PL114,Cereal Rye,Soybean,S,Winter Wheat,reduced,no-till,none drill,1,2,26,12,3,2,SE2,Post Plant,Soybean,6/21/2021,114,10,0.23,12,15,2,13.33,15,8,53.33,6.85,61.6,363.95,0.365,0.885,-0.003,0.022,,.,6/21/2021,114,7.06,10,133,285,1594.8,10.7,3.2,22.2,74.6,1.3,3.4,6.6,2.18,0.1,17.89,42.5,39.61,Silty Clay Loam,9/13/2019,silt loam,22.19,52.67,25.15,0.24,87.81,26.58,40.31,2.76,8.35,1.33,1.36,0.14,4.5,27.26,0.42,27.89,438.04,36.88,6.67,100,1,30.83,132.8,100,246.4,0.9,3.7,0.2,56,51.53,22.01,1548.4,0.15,3.95,0.13,180
2021,Yr1,8,1,EP1,2,BL2,3,Sys3,214,PL214,Cereal Rye,Soybean,S,Winter Wheat,reduced,no-till,none drill,1,2,26,12,3,2,SE2,Post Plant,Soybean,6/21/2021,214,6,0.21,5,15,9,60,15,8,53.33,6.72,74.1,365.4,0.333,0.946,-0.003,0.022,,.,6/21/2021,214,6.55,17,89,135,1311.1,9.9,2.3,11.4,66.2,1.4,3.3,7,2.22,0.1,24.68,48.67,26.65,Loam,9/13/2019,silt loam,17.69,60.23,22.08,0.25,92.41,12.86,15.67,2.51,4.94,1.28,1.32,0.12,4.37,25.93,0.4,24.95,410.46,31.42,6.43,100,1.6,46.8,102.6,100,127.3,0.9,5.3,0.3,100,54.21,22.98,1197.9,0.14,4.33,0.11,188
2021,Yr1,8,1,EP1,3,BL3,3,Sys3,331,PL331,Cereal Rye,Soybean,S,Winter Wheat,reduced,no-till,none drill,1,2,26,12,3,2,SE2,Post Plant,Soybean,6/21/2021,331,12,0.19,8,15,0,0,15,3,20,6.99,75.1,330.15,0.337,0.883,-0.003,0.022,,.,6/21/2021,331,7.37,15,105,325,1520.5,10.6,2.5,25.6,71.9,1.5,3.5,6.2,1.88,0.1,34.59,30.18,35.24,Clay Loam,9/13/2019,clay loam,30.73,39.85,29.42,0.21,78.04,21.71,24.21,2.11,16.2,1.05,1.11,0.11,3.41,20.29,0.48,34.75,381.05,16.61,7.31,98.7,1.5,44,101.4,100,346.4,0.7,2.5,0.2,56,48.88,13.44,1468.3,0.16,4.06,0.19,197
2021,Yr1,8,1,EP1,4,BL4,3,Sys3,421,PL421,Cereal Rye,Soybean,S,Winter Wheat,reduced,no-till,none drill,1,2,26,12,3,2,SE2,Post Plant,Soybean,6/21/2021,421,4,0.25,9,15,5,33.33,15,8,53.33,6.58,59.9,338.16,0.33,0.88,-0.001,0.022,,.,6/21/2021,421,6.59,15,77,117,1031.8,8.3,2.4,11.7,61.9,1.4,1.7,6.6,2.41,0.09,15.23,50.55,34.23,Silty Clay Loam,9/13/2019,silt loam,12.41,66.75,20.83,0.28,96.18,12.68,15.45,2.49,28.51,.,1.24,0.12,4.95,31.9,0.39,24.21,401.27,29.68,6.27,98.37,1.5,44,104.8,100,129.8,0.8,6.5,0.4,100,56.83,23.79,1085.1,0.08,4.5,0.11,205
2021,Yr1,8,3,EP3,1,BL1,1,Sys1,131,PL131,Red Clover/ Cereal Rye,Corn,C,Annual Ryegrass/Radish/Crimson Clover,standard,standard,moldboard,11,2,11,158,13,2,SE2,Post Plant,Corn,6/21/2021,131,32,0.21,9,15,0,0,15,7,46.67,5.99,256.6,359.05,0.405,0.999,-0.0010094,0.022071773,,.,6/21/2021,131,6.03,35,148,143,1271.6,11.3,3.3,10.5,56.1,2.1,2.9,9.5,2.21,0.31,16.14,50.29,33.57,Silty Clay Loam,9/13/2019,silt loam,12.71,61.36,25.93,0.27,94.86,20.93,28.79,2.64,34.48,1.51,1.55,0.15,5.09,33.46,0.45,31.32,438.04,36.88,6.7,100,3.4,97.2,190.9,100,151.7,1,5.5,0.5,100,65.7,20.57,1204.7,0.18,7.52,0.13,181
2021,Yr1,8,3,EP3,2,BL2,1,Sys1,233,PL233,Red Clover/ Cereal Rye,Corn,C,Annual Ryegrass/Radish/Crimson Clover,standard,standard,moldboard,11,2,11,158,13,2,SE2,Post Plant,Corn,6/21/2021,233,30,0.18,7,15,0,0,15,6,40,6.26,168.4,313.04,0.329,0.901,-0.001186173,0.022185984,,.,6/21/2021,233,6.47,38,97,185,1432.9,11,2.3,14.1,65.4,2.4,4.9,10.2,1.8,0.25,43.39,28,28.61,Clay Loam,9/13/2019,loam,29.94,48.41,21.65,0.23,84.4,22.19,31.23,2.22,2.39,1.33,1.37,0.13,4.78,30.14,0.45,31.15,399.43,29.34,6.38,100,13.1,100,112,100,170.6,0.8,4.6,0.6,100,60.87,10.6,1185,0.26,12.15,0.14,191
2021,Yr1,8,3,EP3,3,BL3,1,Sys1,313,PL313,Red Clover/ Cereal Rye,Corn,C,Annual Ryegrass/Radish/Crimson Clover,standard,standard,moldboard,11,2,11,158,13,2,SE2,Post Plant,Corn,6/21/2021,313,24,0.22,5,15,1,6.67,15,5,33.33,6.39,172.7,236.84,0.33,0.88,-0.001186173,0.022185984,,.,6/21/2021,313,6.3,28,138,174,1389,10.9,3.2,13.2,63.4,1.8,3.2,9.5,2.33,0.25,19.22,44.8,35.98,Silty Clay Loam,9/13/2019,silt loam,12.69,60.83,26.48,0.26,93.65,22.84,32.52,2.69,7.22,1.4,1.44,0.14,5.41,37.07,0.38,23.33,410.46,31.42,6.26,98.17,12.2,100,153.4,100,170.7,0.8,5.2,0.4,100,62.34,21.44,1302.7,0.22,12.97,0.12,195
2021,Yr1,8,3,EP3,4,BL4,1,Sys1,413,PL413,Red Clover/ Cereal Rye,Corn,C,Annual Ryegrass/Radish/Crimson Clover,standard,standard,moldboard,11,2,11,158,13,2,SE2,Post Plant,Corn,6/21/2021,413,21,0.21,6,15,1,6.67,15,2,13.33,6.71,163.8,288.91,0.314,1.059,-0.0010094,0.022071773,,.,6/21/2021,413,6.6,17,146,265,1597.8,12.6,3,17.6,63.5,1.6,2,8.9,2.26,0.21,17.29,50.47,32.24,Silty Clay Loam,9/13/2019,silt loam,12.04,62.91,25.05,0.26,93.67,28.73,44.98,2.67,7.02,1.35,1.39,0.13,4.37,25.89,0.5,37.22,421.49,33.57,6.58,100,11.2,100,164.1,100,243.9,0.8,4.5,0.3,100,64.24,18.83,1446.8,0.18,12.61,0.14,203
2021,Yr1,8,3,EP3,1,BL1,2,Sys2,132,PL132,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,highspeed disk,11,2,11,153,13,2,SE2,Post Plant,Corn,6/21/2021,132,48,0.21,8,15,2,13.33,15,8,53.33,6.02,183.6,326.91,0.337,0.883,-0.002592638,0.022430777,,.,6/21/2021,132,6.02,30,133,119,1143.7,9.9,3.5,10.1,58,1.8,3.2,9.6,2.16,0.24,18.21,49.11,32.69,Silty Clay Loam,9/13/2019,silt loam,13.44,64.67,21.89,0.25,92.71,28.09,43.57,2.51,29.22,1.28,1.32,0.12,4.97,32.14,0.4,25.71,390.24,27.65,6.73,100,2.6,74.8,157.8,100,107.8,0.9,7,0.5,100,62.58,29.29,1044.1,0.17,7.32,0.11,182
2021,Yr1,8,3,EP3,2,BL2,2,Sys2,232,PL232,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,highspeed disk,11,2,11,153,13,2,SE2,Post Plant,Corn,6/21/2021,232,27,0.17,7,15,1,6.67,15,5,33.33,6.51,109.5,177.7,0.33,0.88,-0.001186173,0.022185984,,.,6/21/2021,232,6.77,29,92,269,1476.1,11.9,2,18.9,62.2,2.2,3.7,8.8,1.71,0.17,42.31,29.93,27.76,Clay Loam,9/13/2019,loam,34.61,40.82,24.57,0.2,71.68,20.7,28.36,2.09,15.62,1.22,1.25,0.11,4.42,26.41,0.47,32.84,412.3,31.77,6.67,100,12.1,100,88.7,100,225.4,1.1,3.1,0.4,100,60.67,9,1262.7,0.22,10.57,0.17,190
2021,Yr1,8,3,EP3,3,BL3,2,Sys2,312,PL312,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,highspeed disk,11,2,11,153,13,2,SE2,Post Plant,Corn,6/21/2021,312,39,0.2,10,16,0,0,15,1,6.67,6.57,115.8,263.53,0.329,0.901,-0.001186173,0.022185984,,.,6/21/2021,312,6.8,22,135,303,1672,13.2,2.6,19.1,63.2,1.9,1.4,8.9,2.48,0.18,16.48,36.93,46.59,Clay,9/13/2019,silty clay loam,11.73,55.06,33.21,0.23,86.7,37.57,55.37,2.88,44.6,1.2,1.23,0.12,4.23,28.85,0.44,29.5,412.3,20.8,6.71,100,11.2,100,110.9,100,295,0.8,2.6,0.4,100,66.58,18.83,1218.3,0.16,12.8,0.15,194
2021,Yr1,8,3,EP3,4,BL4,2,Sys2,412,PL412,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,highspeed disk,11,2,11,153,13,2,SE2,Post Plant,Corn,6/21/2021,412,45,0.2,10,15,0,0,15,1,6.67,6.95,103.6,350.25,0.337,0.883,-0.002592638,0.022430777,,.,6/21/2021,412,7.1,10,136,352,1869.6,12.6,2.8,23.2,74,1.7,1.8,7.2,2.69,0.16,14.42,50.06,35.51,Silty Clay Loam,9/13/2019,silty clay loam,11.09,55.88,33.03,0.24,90.15,37.26,54.74,2.98,49.3,1.36,1.4,0.14,3.46,20.8,0.5,37.22,425.17,22.69,7.06,100,10.8,100,151.9,100,383.4,0.8,3.1,0.3,100,67.49,17.16,2005.7,0.18,11.71,0.2,202
2021,Yr1,8,3,EP3,1,BL1,3,Sys3,134,PL134,Red Clover/ Cereal Rye,Corn,C,Cereal Rye,reduced,standard,moldboard,11,2,11,158,13,2,SE2,Post Plant,Corn,6/21/2021,134,32,0.19,11,15,1,6.67,15,11,73.33,6.05,273.1,382.06,0.309,1.044,-0.0010094,0.022071773,,.,6/21/2021,134,5.95,19,135,133,1309.8,10.8,3.2,10.3,60.6,1.8,3.3,9,2.15,0.3,19.27,45.13,35.6,Silty Clay Loam,9/13/2019,silt loam,15.66,59.23,25.11,0.25,90.56,23.82,34.49,2.69,7.23,1.31,1.34,0.13,5.42,37.22,0.48,34.57,428.85,35.03,6.02,84.13,6.6,100,155.5,100,119.4,0.1,7.1,0.5,100,62.32,24.32,1167,0.18,10.09,0.09,184
2021,Yr1,8,3,EP3,2,BL2,3,Sys3,234,PL234,Red Clover/ Cereal Rye,Corn,C,Cereal Rye,reduced,standard,moldboard,11,2,11,158,13,2,SE2,Post Plant,Corn,6/21/2021,234,31,0.19,4,15,1,6.67,15,3,20,6.27,198.8,226.32,0.385,0.84,-0.001186173,0.022185984,,.,6/21/2021,234,6.6,21,92,243,1573,12.1,1.9,16.7,64.9,2.1,4.2,8.9,1.91,0.23,25.11,42.36,32.53,Clay Loam,9/13/2019,clay loam,20.95,50.96,28.09,0.23,87.12,22.44,25.42,2.49,4.67,1.49,1.52,0.14,4.61,33.36,0.49,35.45,483.99,32.45,6.54,100,12.9,100,87.3,100,212.9,0.7,4,0.5,100,61.85,8.5,1434.3,0.22,12.05,0.16,192
2021,Yr1,8,3,EP3,3,BL3,3,Sys3,314,PL314,Red Clover/ Cereal Rye,Corn,C,Cereal Rye,reduced,standard,moldboard,11,2,11,158,13,2,SE2,Post Plant,Corn,6/21/2021,314,16,0.22,6,15,1,0,15,2,13.33,6.45,145.7,359.92,0.362,1.052,-0.0010094,0.022071773,,.,6/21/2021,314,6.5,21,138,238,1560.1,12.1,2.9,16.3,64.3,1.7,1.2,9.3,2.48,0.19,14.53,41.16,44.31,Silty Clay,9/13/2019,silty clay loam,10.35,57.05,32.6,0.25,92.27,25.75,31.32,2.81,9.4,1.3,1.33,0.13,5.15,40.19,0.48,34.57,443.55,25.55,6.38,100,11.7,100,143.8,100,221,1.3,4.5,0.4,100,63.33,24.12,1420.5,0.17,12.37,0.12,196
2021,Yr1,8,3,EP3,4,BL4,3,Sys3,414,PL414,Red Clover/ Cereal Rye,Corn,C,Cereal Rye,reduced,standard,moldboard,11,2,11,158,13,2,SE2,Post Plant,Corn,6/21/2021,414,19,0.21,6,15,2,6.67,15,4,26.67,6.53,157.3,367.67,0.339,1.026,-0.0010094,0.022071773,,.,6/21/2021,414,6.4,9,117,257,1584.2,12.4,2.4,17.3,64.1,1.5,1.3,8.1,2.49,0.23,16.42,46.02,37.56,Silty Clay Loam,9/13/2019,silty clay loam,11.69,61.29,27.02,0.26,92.89,26.85,33.4,2.67,35.59,1.31,1.35,0.14,4.5,32.03,0.43,28.69,443.55,25.55,6.46,100,11.1,100,123.8,100,237,1,4.4,0.4,100,64.81,20.09,1609.3,0.15,12.38,0.12,204
2021,Yr1,8,3,EP3,1,BL1,4,Sys4,133,PL133,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,6,0,75,102,6,2,SE2,Post Plant,Alfalfa/Orchardgrass,6/21/2021,133,48,0.19,7,15,0,0,15,4,26.67,6.39,47.96,353.66,0.333,0.946,-0.002592638,0.022430777,,.,6/21/2021,133,6.3,20,99,115,1008.5,8.5,3,11.3,59.6,1.4,2.8,6.1,2.17,0.08,19.17,46.45,34.39,Silty Clay Loam,9/13/2019,silt loam,16.7,58.31,24.99,0.25,90.85,25.37,37.73,2.65,34.84,1.42,1.46,0.12,5.23,35,0.44,29.67,395.76,28.66,6.54,100,2.3,66.4,132.4,100,125,0.8,6,0.5,100,62.31,25.1,1120.9,0.18,4.41,0.11,183
2021,Yr1,8,3,EP3,2,BL2,4,Sys4,231,PL231,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,6,0,75,102,6,2,SE2,Post Plant,Alfalfa/Orchardgrass,6/21/2021,231,53,0.16,5,15,0,0,14,2,14.29,6.64,53.43,341.73,0.285,0.979,-0.001380102,0.022570611,,.,6/21/2021,231,6.94,21,76,242,1576.8,10.1,1.9,20,78.1,1.7,3.8,6.7,1.76,0.11,34.33,39.48,26.19,Loam,9/13/2019,clay loam,20.12,49.04,30.84,0.23,85.23,21.87,24.48,2.21,19,1.36,1.39,0.12,3.93,25.55,0.49,35.45,450.9,26.75,6.6,100,6.7,100,66,91.3462,171.9,0,2.6,0.3,100,60.78,6.62,1071.3,0.13,5.6,0.1,189
2021,Yr1,8,3,EP3,3,BL3,4,Sys4,311,PL311,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,6,0,75,102,6,2,SE2,Post Plant,Alfalfa/Orchardgrass,6/21/2021,311,75,0.18,7,15,0,0,15,0,0,6.88,49.76,353.17,0.388,0.976,-0.001380102,0.022570611,,.,6/21/2021,311,7.1,20,102,249,1526.3,10,2.6,20.8,76.6,1.5,2.7,6.3,2.28,0.08,20.1,44.89,35.01,Clay Loam,9/13/2019,silty clay loam,14.39,57.56,28.06,0.24,88.9,32.28,44.31,2.65,6.74,1.27,1.31,0.12,4.94,37.51,0.48,34.57,417.82,21.6,6.79,100,11.5,100,108.5,100,240.3,1,3.3,0.3,100,63.36,15.63,1459.3,0.21,9.82,0.15,193
